(24, 29)
(24, 31)
(24, 30)
(24, 32)
(24, 33)
(24, 34)
(24, 35)
(24, 36)
(25, 36)
(26, 36)
(28, 36)
(27, 36)
(29, 36)
(30, 36)
